NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,state,county,tract
"Census Tract 1943, Cuyahoga County, Ohio",315,106,14,123,72,2509,0,77,431,477,276,764,484,2432,1248,269,269,222,365,365,287,1101,39,35,194300
"Census Tract 1945, Cuyahoga County, Ohio",133,17,41,66,9,1531,0,37,204,137,42,390,721,1494,1111,84,84,80,292,292,223,553,39,35,194500
"Census Tract 1956, Cuyahoga County, Ohio",608,59,82,467,0,3676,0,187,1351,1217,426,296,199,3489,495,730,698,55,307,307,34,1396,39,35,195600
"Census Tract 1957, Cuyahoga County, Ohio",307,2,139,143,23,3404,61,173,1028,756,369,542,475,3170,1017,491,469,190,350,350,112,1396,39,35,195700
"Census Tract 1958, Cuyahoga County, Ohio",198,72,26,45,55,2661,4,18,483,323,147,685,1001,2639,1686,207,205,149,335,335,251,1328,39,35,195800
"Census Tract 1959, Cuyahoga County, Ohio",110,43,38,12,17,3061,25,47,320,480,231,1161,797,2989,1958,219,219,137,522,522,352,1398,39,35,195900
"Census Tract 1960, Cuyahoga County, Ohio",68,10,24,16,18,1449,7,35,318,286,130,304,369,1407,673,181,176,67,108,108,26,447,39,35,196000
"Census Tract 1961, Cuyahoga County, Ohio",152,47,71,16,18,1890,56,157,957,355,111,160,94,1677,254,526,506,53,331,295,68,611,39,35,196100
"Census Tract 1962, Cuyahoga County, Ohio",501,49,69,339,44,2096,0,235,505,553,214,497,92,1861,589,523,510,132,757,707,362,632,39,35,196200
"Census Tract 1963, Cuyahoga County, Ohio",77,19,0,37,21,3205,4,17,186,376,193,1068,1361,3184,2429,207,207,173,324,324,264,1420,39,35,196300
"Census Tract 1964, Cuyahoga County, Ohio",372,59,218,95,0,1732,146,321,668,392,76,104,25,1265,129,187,141,17,430,321,17,775,39,35,196400
"Census Tract 1968, Cuyahoga County, Ohio",2878,36,1094,1485,263,828,3,67,151,92,33,164,318,758,482,277,277,237,101,81,38,196,39,35,196800
"Census Tract 1970, Cuyahoga County, Ohio",101,31,25,31,14,2400,55,161,714,683,541,133,113,2184,246,258,211,51,263,251,36,906,39,35,197000
"Census Tract 1971, Cuyahoga County, Ohio",199,42,44,64,49,2737,11,27,232,505,107,738,1117,2699,1855,208,208,117,500,500,311,1187,39,35,197100
"Census Tract 1972, Cuyahoga County, Ohio",163,35,25,88,15,1555,95,283,598,292,101,128,58,1177,186,146,103,35,272,263,27,650,39,35,197200
"Census Tract 1973, Cuyahoga County, Ohio",479,108,126,115,130,2235,96,147,865,563,207,225,132,1992,357,671,638,178,410,389,80,811,39,35,197300
"Census Tract 1974, Cuyahoga County, Ohio",340,82,143,73,42,2521,291,179,931,550,215,259,96,2051,355,711,635,58,526,391,80,1007,39,35,197400
"Census Tract 1975, Cuyahoga County, Ohio",389,69,250,16,54,2661,136,119,743,543,57,667,396,2406,1063,1196,1138,720,367,336,143,873,39,35,197500
"Census Tract 1976, Cuyahoga County, Ohio",174,49,70,55,0,1999,281,343,668,355,151,179,22,1375,201,491,388,86,382,267,14,860,39,35,197600
"Census Tract 1977, Cuyahoga County, Ohio",159,27,74,26,32,2463,187,279,785,313,167,342,390,1997,732,946,890,504,435,345,123,649,39,35,197700
"Census Tract 1978, Cuyahoga County, Ohio",147,9,30,16,92,2947,26,99,341,478,84,1147,772,2822,1919,1589,1577,1236,619,610,368,525,39,35,197800
"Census Tract 1979, Cuyahoga County, Ohio",157,65,47,45,0,1269,94,281,318,340,80,124,32,894,156,321,259,3,206,179,69,532,39,35,197900
"Census Tract 1980, Cuyahoga County, Ohio",272,38,191,43,0,1559,97,322,689,302,41,89,19,1140,108,239,227,34,377,269,22,703,39,35,198000
"Census Tract 1981, Cuyahoga County, Ohio",176,29,92,55,0,1437,33,193,573,396,33,146,63,1211,209,392,330,63,232,199,41,557,39,35,198100
"Census Tract 1982, Cuyahoga County, Ohio",242,92,93,33,24,2544,56,311,781,795,321,108,172,2177,280,399,340,17,342,303,65,904,39,35,198200
"Census Tract 1983, Cuyahoga County, Ohio",462,91,165,177,29,2754,33,317,1132,763,245,207,57,2404,264,704,517,53,285,274,12,740,39,35,198300
"Census Tract 1984, Cuyahoga County, Ohio",285,62,66,157,0,1532,78,250,394,610,84,37,79,1204,116,510,456,9,209,167,75,428,39,35,198400
"Census Tract 1985, Cuyahoga County, Ohio",127,11,34,80,2,1119,75,136,361,301,170,60,16,908,76,258,206,1,164,150,18,448,39,35,198500
"Census Tract 1986, Cuyahoga County, Ohio",141,20,76,12,33,3395,264,613,1080,684,247,291,216,2518,507,882,657,0,327,218,8,1095,39,35,198600
"Census Tract 1987, Cuyahoga County, Ohio",139,0,66,49,24,1360,56,253,446,296,88,168,53,1051,221,264,215,49,189,174,41,595,39,35,198700
"Census Tract 1988, Cuyahoga County, Ohio",198,33,112,53,0,1525,39,409,525,334,71,93,54,1077,147,261,208,52,219,202,50,709,39,35,198800
"Census Tract 1989, Cuyahoga County, Ohio",95,60,31,4,0,1301,138,201,551,222,62,75,52,962,127,419,338,0,145,112,7,487,39,35,198900
"Census Tract 1990, Cuyahoga County, Ohio",80,24,14,26,16,888,74,181,301,238,58,29,7,633,36,204,163,0,146,128,29,287,39,35,199000
"Census Tract 1991, Cuyahoga County, Ohio",320,35,151,134,0,1484,97,150,584,356,99,148,50,1237,198,164,147,60,167,129,60,538,39,35,199100
"Census Tract 1992, Cuyahoga County, Ohio",143,17,44,65,17,1156,27,198,419,245,69,130,68,931,198,327,221,57,104,76,28,442,39,35,199200
"Census Tract 1993, Cuyahoga County, Ohio",79,7,30,31,11,1627,91,199,582,457,152,92,54,1337,146,269,243,38,369,311,12,486,39,35,199300
"Census Tract 9801, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,980100
"Census Tract 9802, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,980200
"Census Tract 9805, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,980500
"Census Tract 9809, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,980900
"Census Tract 9810, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,981000
"Census Tract 9811, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,981100
"Census Tract 9900, Cuyahoga County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,990000
"Census Tract 5001, Darke County, Ohio",341,28,170,111,32,2346,40,95,1193,415,233,232,138,2211,370,288,281,120,470,469,93,977,39,37,500100
"Census Tract 5101, Darke County, Ohio",335,43,147,126,19,2405,136,197,1342,361,196,84,89,2072,173,466,415,46,478,429,37,853,39,37,510100
"Census Tract 5201, Darke County, Ohio",383,33,148,199,3,2226,111,163,1011,434,173,238,96,1952,334,358,332,115,494,476,112,779,39,37,520100
"Census Tract 5301, Darke County, Ohio",317,46,180,38,53,2924,24,103,1316,513,211,513,244,2797,757,477,477,184,438,438,151,1254,39,37,530100
"Census Tract 5401, Darke County, Ohio",149,32,63,40,14,2562,29,263,1396,386,137,156,195,2270,351,345,339,68,454,420,36,1085,39,37,540100
"Census Tract 5501, Darke County, Ohio",160,24,115,18,3,2364,27,217,858,529,317,232,184,2120,416,252,232,42,295,268,65,1118,39,37,550100
"Census Tract 5550.01, Darke County, Ohio",113,0,44,35,34,1833,31,122,826,225,142,309,178,1680,487,241,229,88,166,166,92,721,39,37,555001
"Census Tract 5550.02, Darke County, Ohio",280,35,115,130,0,2879,40,176,1179,631,230,408,215,2663,623,289,281,25,538,538,269,988,39,37,555002
"Census Tract 5551.02, Darke County, Ohio",337,89,182,54,12,2230,39,192,1178,475,133,166,47,1999,213,436,330,49,444,439,94,775,39,37,555102
"Census Tract 5601.01, Darke County, Ohio",294,76,137,74,7,2780,5,184,1562,460,286,233,50,2591,283,423,416,41,332,312,35,1278,39,37,560101
"Census Tract 5601.02, Darke County, Ohio",282,25,117,111,29,2237,44,244,978,510,206,141,114,1949,255,384,368,71,448,357,31,956,39,37,560102
"Census Tract 5701.01, Darke County, Ohio",238,35,87,116,0,2097,78,52,1007,468,137,293,62,1967,355,522,444,57,261,261,47,723,39,37,570101
"Census Tract 5701.02, Darke County, Ohio",489,87,223,120,59,3723,10,385,1514,896,360,311,247,3328,558,553,536,107,792,646,107,1459,39,37,570102
"Census Tract 5551.01, Darke County, Ohio",284,133,109,42,0,2594,52,331,1093,741,128,167,82,2211,249,343,305,0,315,305,62,919,39,37,555101
"Census Tract 9581, Defiance County, Ohio",278,0,150,107,21,3086,28,55,1416,750,299,422,116,3003,538,328,327,60,596,596,97,1444,39,39,958100
"Census Tract 9582, Defiance County, Ohio",458,69,212,125,52,3079,106,119,1268,486,471,416,213,2854,629,409,409,118,707,660,168,1278,39,39,958200
"Census Tract 9583, Defiance County, Ohio",266,9,186,40,31,2634,69,231,1184,522,194,293,141,2334,434,559,528,151,584,570,77,828,39,39,958300
"Census Tract 9584, Defiance County, Ohio",376,5,237,109,25,2643,104,136,958,655,374,275,141,2403,416,504,504,186,467,428,77,1003,39,39,958400
"Census Tract 9585, Defiance County, Ohio",717,36,96,558,27,2539,32,126,1048,682,178,278,195,2381,473,435,398,71,441,408,106,764,39,39,958500
"Census Tract 9586, Defiance County, Ohio",320,54,161,94,11,2330,41,171,912,505,195,398,108,2118,506,647,612,133,373,281,93,775,39,39,958600
"Census Tract 9587, Defiance County, Ohio",191,33,64,87,7,3431,140,179,1283,714,361,453,301,3112,754,503,503,131,534,528,137,1271,39,39,958700
"Census Tract 9588, Defiance County, Ohio",601,110,237,254,0,2244,54,293,831,486,241,269,70,1897,339,362,273,51,425,410,39,962,39,39,958800
"Census Tract 9589, Defiance County, Ohio",189,11,96,82,0,3931,86,109,1853,688,503,259,433,3736,692,590,573,83,547,547,213,1502,39,39,958900
"Census Tract 101, Delaware County, Ohio",1699,26,481,1172,20,3457,11,220,642,796,118,894,776,3226,1670,948,908,292,534,534,388,1336,39,41,010100
"Census Tract 102, Delaware County, Ohio",438,22,251,111,54,4179,15,164,1456,1042,467,660,375,4000,1035,952,916,294,1004,978,361,1442,39,41,010200
"Census Tract 104.20, Delaware County, Ohio",209,0,100,85,24,2071,29,86,631,508,111,483,223,1956,706,410,376,122,491,491,206,798,39,41,010420
"Census Tract 104.21, Delaware County, Ohio",213,10,109,84,10,2060,0,44,566,363,194,554,339,2016,893,273,273,135,446,446,211,483,39,41,010421
"Census Tract 104.22, Delaware County, Ohio",434,56,118,208,52,4085,17,111,899,859,405,1178,616,3957,1794,802,802,438,947,922,409,1673,39,41,010422
"Census Tract 105.20, Delaware County, Ohio",586,147,184,250,5,4716,28,281,1029,739,309,1554,776,4407,2330,494,476,169,1933,1889,1344,1445,39,41,010520
"Census Tract 105.30, Delaware County, Ohio",394,43,219,89,43,2350,52,347,960,469,118,240,164,1951,404,511,461,131,505,412,125,834,39,41,010530
"Census Tract 111.01, Delaware County, Ohio",238,35,74,129,0,2315,209,159,957,495,201,251,43,1947,294,444,321,68,396,378,109,1039,39,41,011101
"Census Tract 111.02, Delaware County, Ohio",431,43,176,172,40,4112,0,113,1319,724,366,1183,407,3999,1590,554,528,183,536,528,218,1866,39,41,011102
"Census Tract 112, Delaware County, Ohio",234,23,121,90,0,2651,13,94,901,353,215,621,454,2544,1075,381,381,201,532,504,333,1006,39,41,011200
"Census Tract 114.11, Delaware County, Ohio",289,28,18,230,13,2427,2,0,150,447,136,1010,682,2425,1692,165,165,45,444,444,354,1180,39,41,011411
"Census Tract 114.12, Delaware County, Ohio",393,76,140,132,45,2998,0,13,207,275,164,1243,1096,2985,2339,217,217,149,685,685,624,1501,39,41,011412
"Census Tract 114.21, Delaware County, Ohio",375,69,143,134,29,4332,162,34,328,715,119,1781,1193,4136,2974,467,452,321,1052,1052,980,1545,39,41,011421
"Census Tract 114.23, Delaware County, Ohio",394,61,53,203,77,4981,0,32,335,460,209,1862,2083,4949,3945,624,624,484,840,840,755,2302,39,41,011423
"Census Tract 114.30, Delaware County, Ohio",244,25,82,64,73,1931,0,0,261,300,63,629,678,1931,1307,247,247,140,240,240,208,860,39,41,011430
"Census Tract 114.31, Delaware County, Ohio",137,0,0,137,0,887,0,22,293,223,78,212,59,865,271,141,141,45,48,46,18,448,39,41,011431
"Census Tract 114.32, Delaware County, Ohio",436,93,42,184,117,4746,34,43,569,841,345,1863,1051,4669,2914,360,360,248,1249,1226,1020,1859,39,41,011432
"Census Tract 115.20, Delaware County, Ohio",172,9,68,77,18,2655,0,25,318,708,168,847,589,2630,1436,337,337,198,511,511,324,1167,39,41,011520
"Census Tract 115.30, Delaware County, Ohio",329,12,18,131,168,2916,8,8,175,405,317,1320,683,2900,2003,946,946,729,773,765,563,929,39,41,011530
"Census Tract 115.40, Delaware County, Ohio",511,35,238,121,117,3747,62,10,314,525,244,1493,1099,3675,2592,275,275,260,1114,1097,882,1670,39,41,011540
"Census Tract 115.61, Delaware County, Ohio",366,95,182,26,63,2871,76,110,351,392,169,1055,718,2685,1773,922,900,632,839,794,628,976,39,41,011561
"Census Tract 115.62, Delaware County, Ohio",518,101,145,193,79,3551,61,0,407,436,284,1553,810,3490,2363,403,403,285,1271,1210,972,1511,39,41,011562
"Census Tract 115.63, Delaware County, Ohio",256,58,69,129,0,3780,39,69,248,720,177,899,1628,3672,2527,225,225,181,1606,1563,1262,1388,39,41,011563
"Census Tract 115.64, Delaware County, Ohio",529,75,204,135,115,2935,19,55,340,334,188,1362,637,2861,1999,418,418,215,655,655,532,1561,39,41,011564
"Census Tract 115.65, Delaware County, Ohio",315,112,78,66,59,2515,0,58,384,456,87,1002,528,2457,1530,111,111,58,529,529,395,1642,39,41,011565
"Census Tract 116.04, Delaware County, Ohio",483,6,216,149,112,4394,24,53,871,835,426,1619,566,4317,2185,1023,1022,510,1036,1036,634,1521,39,41,011604
"Census Tract 117.10, Delaware County, Ohio",243,0,112,89,42,4907,47,50,605,868,278,1430,1629,4810,3059,414,414,326,947,947,769,1900,39,41,011710
"Census Tract 117.40, Delaware County, Ohio",360,69,15,176,100,4045,133,8,334,483,180,1811,1096,3904,2907,323,323,217,766,766,655,1921,39,41,011740
"Census Tract 117.60, Delaware County, Ohio",272,9,173,90,0,3717,13,103,853,615,377,1205,551,3601,1756,730,706,388,781,781,481,1549,39,41,011760
"Census Tract 117.62, Delaware County, Ohio",601,58,238,292,13,4268,0,14,591,615,305,1777,966,4254,2743,464,464,326,717,717,497,1713,39,41,011762
"Census Tract 117.63, Delaware County, Ohio",177,12,85,68,12,3247,0,45,369,504,248,1325,756,3202,2081,261,261,200,1013,1013,709,1646,39,41,011763
"Census Tract 117.65, Delaware County, Ohio",298,0,149,149,0,1672,41,29,258,263,118,665,298,1602,963,227,227,174,413,413,347,600,39,41,011765
"Census Tract 117.66, Delaware County, Ohio",401,73,49,207,72,3124,0,94,334,490,86,1683,437,3030,2120,337,337,312,738,692,611,1351,39,41,011766
"Census Tract 119, Delaware County, Ohio",387,107,91,169,20,3580,8,21,538,449,209,1346,1009,3551,2355,219,219,109,871,871,707,1482,39,41,011900
"Census Tract 120, Delaware County, Ohio",827,45,554,225,3,4147,3,23,1621,880,233,1005,382,4121,1387,475,475,146,826,822,335,2000,39,41,012000
"Census Tract 121, Delaware County, Ohio",544,55,131,267,91,5214,0,121,504,840,314,2199,1236,5093,3435,803,767,571,1528,1528,1198,2241,39,41,012100
"Census Tract 122, Delaware County, Ohio",623,42,398,157,26,3689,50,141,664,743,299,1070,722,3498,1792,493,481,123,808,802,504,1535,39,41,012200
"Census Tract 123, Delaware County, Ohio",415,30,122,239,24,3516,83,176,1097,979,234,657,290,3257,947,406,388,67,522,475,220,1853,39,41,012300
"Census Tract 124, Delaware County, Ohio",496,0,78,131,287,4449,30,17,694,641,376,1503,1188,4402,2691,1687,1687,1226,917,917,782,1330,39,41,012400
"Census Tract 117.64, Delaware County, Ohio",189,10,80,52,47,1683,0,32,298,185,126,644,398,1651,1042,219,219,126,98,98,98,753,39,41,011764
"Census Tract 401, Erie County, Ohio",244,0,51,119,74,3987,58,119,1278,782,656,792,302,3810,1094,864,864,199,532,522,215,1485,39,43,040100
"Census Tract 402, Erie County, Ohio",445,10,165,180,90,2843,21,167,973,686,215,501,280,2655,781,168,168,8,442,421,151,1461,39,43,040200
"Census Tract 403, Erie County, Ohio",533,40,208,253,32,4484,24,207,1845,875,391,829,313,4253,1142,447,445,47,628,602,209,2023,39,43,040300
"Census Tract 404, Erie County, Ohio",189,13,46,44,86,4281,28,256,764,1350,367,818,698,3997,1516,482,369,21,348,348,230,1640,39,43,040400
"Census Tract 405, Erie County, Ohio",224,0,104,120,0,3222,107,31,817,687,305,765,510,3084,1275,611,585,238,369,342,100,1072,39,43,040500
"Census Tract 407, Erie County, Ohio",341,13,141,172,15,2621,170,107,881,660,223,393,187,2344,580,513,460,104,389,357,177,1108,39,43,040700
"Census Tract 408.01, Erie County, Ohio",377,188,172,17,0,1320,2,168,392,509,91,108,50,1150,158,371,289,46,436,393,32,212,39,43,040801
"Census Tract 408.02, Erie County, Ohio",129,0,0,64,65,921,3,45,373,214,54,165,67,873,232,223,223,186,63,63,0,337,39,43,040802
"Census Tract 409, Erie County, Ohio",238,0,108,130,0,2451,76,166,1067,522,246,251,123,2209,374,475,475,101,411,392,107,986,39,43,040900
"Census Tract 410, Erie County, Ohio",362,1,342,19,0,1849,107,292,799,297,166,52,136,1450,188,338,306,24,276,163,30,749,39,43,041000
"Census Tract 411, Erie County, Ohio",493,80,265,72,76,2792,20,481,1242,506,149,316,78,2291,394,834,733,71,357,311,87,1208,39,43,041100
"Census Tract 412, Erie County, Ohio",264,31,179,54,0,1687,73,159,826,289,239,65,36,1455,101,360,310,36,345,310,36,646,39,43,041200
"Census Tract 413, Erie County, Ohio",184,33,88,63,0,2531,18,257,943,527,199,435,152,2256,587,382,364,84,282,255,17,1196,39,43,041300
"Census Tract 414, Erie County, Ohio",154,49,49,56,0,1809,42,81,487,334,240,406,219,1686,625,252,226,117,369,355,175,678,39,43,041400
"Census Tract 416, Erie County, Ohio",447,100,94,136,117,3924,47,208,1186,748,525,686,524,3669,1210,584,528,268,700,618,164,1476,39,43,041600
"Census Tract 417.01, Erie County, Ohio",141,26,94,17,4,2567,2,132,1065,669,287,351,61,2433,412,356,356,137,376,333,42,956,39,43,041701
"Census Tract 417.02, Erie County, Ohio",241,32,131,66,12,2082,26,87,836,347,318,289,179,1969,468,396,389,115,256,256,95,718,39,43,041702
"Census Tract 418, Erie County, Ohio",551,63,206,271,11,4299,26,155,1875,858,428,526,431,4118,957,378,378,93,805,776,176,1663,39,43,041800
"Census Tract 419, Erie County, Ohio",257,21,98,102,36,3804,56,131,1176,827,393,734,487,3617,1221,605,570,154,346,346,143,1307,39,43,041900
"Census Tract 9901, Erie County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,990100
"Census Tract 320, Fairfield County, Ohio",394,123,216,50,5,2298,39,249,931,423,284,312,60,2010,372,660,598,148,431,369,30,831,39,45,032000
"Census Tract 321, Fairfield County, Ohio",239,21,72,146,0,2192,9,219,777,485,151,362,189,1964,551,412,331,154,511,488,149,712,39,45,032100
"Census Tract 322, Fairfield County, Ohio",240,38,68,100,34,2180,72,294,797,563,165,173,116,1814,289,539,431,51,314,291,94,885,39,45,032200
"Census Tract 323, Fairfield County, Ohio",323,58,178,71,16,3169,36,282,1457,713,258,300,123,2851,423,456,417,36,697,621,77,1162,39,45,032300
"Census Tract 325.01, Fairfield County, Ohio",166,0,138,28,0,2388,56,131,969,614,224,256,138,2201,394,319,309,102,385,371,77,972,39,45,032501
"Census Tract 325.02, Fairfield County, Ohio",521,217,221,70,13,2352,11,331,979,662,148,99,122,2010,221,633,510,5,634,536,29,740,39,45,032502
"Census Tract 326.01, Fairfield County, Ohio",461,54,331,66,10,2230,3,203,943,169,226,338,348,2024,686,434,431,110,254,254,71,977,39,45,032601
"Census Tract 326.02, Fairfield County, Ohio",228,18,55,93,62,2442,24,72,1022,636,127,374,187,2346,561,263,254,9,525,522,144,1038,39,45,032602
"Census Tract 327.01, Fairfield County, Ohio",336,18,181,129,8,3094,102,12,621,620,424,1024,291,2980,1315,694,694,197,535,526,242,1396,39,45,032701
"Census Tract 327.03, Fairfield County, Ohio",412,76,193,132,11,2278,26,39,645,847,260,424,37,2213,461,706,704,72,527,505,18,975,39,45,032703
"Census Tract 327.04, Fairfield County, Ohio",532,62,181,268,21,2391,169,157,807,484,163,422,189,2065,611,725,522,162,729,667,173,509,39,45,032704
"Census Tract 328, Fairfield County, Ohio",270,92,127,44,7,2948,42,34,613,626,251,804,578,2872,1382,407,407,215,687,679,380,1239,39,45,032800
"Census Tract 329.01, Fairfield County, Ohio",239,58,20,161,0,3331,0,39,558,787,251,1100,596,3292,1696,545,545,250,766,766,555,1354,39,45,032901
"Census Tract 329.02, Fairfield County, Ohio",637,155,106,241,135,3653,0,77,430,573,312,1203,1058,3576,2261,293,293,196,859,859,516,1827,39,45,032902
"Census Tract 330, Fairfield County, Ohio",292,71,77,144,0,3345,138,119,692,608,248,883,657,3088,1540,384,337,214,412,405,204,1501,39,45,033000
"Census Tract 331.01, Fairfield County, Ohio",160,39,58,62,1,2848,161,137,775,697,290,487,301,2550,788,393,350,90,632,632,149,1075,39,45,033101
"Census Tract 331.02, Fairfield County, Ohio",393,64,116,125,88,3233,52,39,589,940,120,1092,401,3142,1493,737,737,400,718,718,409,1201,39,45,033102
"Census Tract 317, Fairfield County, Ohio",451,74,300,69,8,2475,75,309,1213,561,196,113,8,2091,121,800,796,11,377,348,62,932,39,45,031700
"Census Tract 301, Fairfield County, Ohio",406,37,274,65,30,2904,57,122,1233,663,368,341,120,2725,461,328,328,57,358,358,95,1391,39,45,030100
"Census Tract 302, Fairfield County, Ohio",185,15,29,86,55,2260,40,151,1111,445,143,267,103,2069,370,326,311,60,367,367,64,876,39,45,030200
"Census Tract 303, Fairfield County, Ohio",343,27,266,50,0,2080,34,119,987,307,121,308,204,1927,512,352,338,133,430,406,163,731,39,45,030300
