NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_059E,S1501_C01_060E,S1501_C01_061E,S1501_C01_062E,S1501_C01_063E,S1501_C01_064E,state,county,tract
"Census Tract 111.20, Butler County, Ohio",734,66,218,403,47,4818,92,127,859,856,424,1766,694,4599,2460,55357,17018,32821,49932,71563,101167,39,017,011120
"Census Tract 111.22, Butler County, Ohio",251,0,57,90,104,3478,26,169,572,554,201,991,965,3283,1956,70257,0,40665,54727,58462,91701,39,017,011122
"Census Tract 111.23, Butler County, Ohio",343,75,122,97,49,3057,110,265,866,691,346,595,184,2682,779,29782,21741,31509,27955,0,52829,39,017,011123
"Census Tract 111.25, Butler County, Ohio",356,19,94,199,44,2572,109,70,373,508,164,973,375,2393,1348,54049,0,27500,41468,71514,83889,39,017,011125
"Census Tract 111.26, Butler County, Ohio",688,164,131,259,134,3537,39,65,501,697,188,1375,672,3433,2047,51796,19907,26395,37477,65660,77667,39,017,011126
"Census Tract 111.27, Butler County, Ohio",357,56,122,151,28,3127,35,85,499,681,236,1013,578,3007,1591,57365,30577,41494,41599,70370,81820,39,017,011127
"Census Tract 111.28, Butler County, Ohio",224,19,65,76,64,2041,16,14,329,169,78,878,557,2011,1435,71705,0,41042,44940,73158,109125,39,017,011128
"Census Tract 111.29, Butler County, Ohio",157,0,31,114,12,3215,0,67,731,473,192,955,797,3148,1752,72560,0,45529,41034,78125,107586,39,017,011129
"Census Tract 111.30, Butler County, Ohio",329,45,90,131,63,3590,98,321,891,433,222,1003,622,3171,1625,50772,17939,50341,40573,71155,61960,39,017,011130
"Census Tract 111.31, Butler County, Ohio",285,0,94,79,112,2304,41,38,331,292,182,779,641,2225,1420,63880,25667,50625,69500,64635,77008,39,017,011131
"Census Tract 111.32, Butler County, Ohio",231,38,86,84,23,2367,36,2,379,345,168,1056,381,2329,1437,75434,0,36125,38345,81838,81500,39,017,011132
"Census Tract 111.33, Butler County, Ohio",152,0,46,59,47,2316,0,28,277,383,158,969,501,2288,1470,82063,0,80529,59888,101364,88304,39,017,011133
"Census Tract 111.34, Butler County, Ohio",531,29,82,402,18,4671,47,118,1107,1095,511,1083,710,4506,1793,53750,36000,36610,60151,73967,107063,39,017,011134
"Census Tract 111.35, Butler County, Ohio",391,11,280,100,0,3615,21,57,948,499,211,1232,647,3537,1879,64704,0,37040,41339,100533,131521,39,017,011135
"Census Tract 111.36, Butler County, Ohio",818,36,157,510,115,3318,50,25,463,786,291,959,744,3243,1703,54832,0,47938,31137,80926,91250,39,017,011136
"Census Tract 111.37, Butler County, Ohio",358,0,305,53,0,1996,57,72,356,225,184,778,324,1867,1102,55691,40363,57946,41991,56445,96750,39,017,011137
"Census Tract 112, Butler County, Ohio",584,54,251,195,84,5466,68,91,1545,1130,710,1159,763,5307,1922,53107,48750,36332,55167,62849,64801,39,017,011200
"Census Tract 113, Butler County, Ohio",336,29,215,38,54,4149,80,313,1350,1043,455,641,267,3756,908,50561,40385,37115,47529,63598,100526,39,017,011300
"Census Tract 118, Butler County, Ohio",571,125,352,73,21,3978,22,188,1730,1026,304,534,174,3768,708,46667,53833,38341,46218,62926,77050,39,017,011800
"Census Tract 121, Butler County, Ohio",124,0,65,59,0,2012,9,93,969,392,258,178,113,1910,291,38158,22697,24423,67578,0,0,39,017,012100
"Census Tract 122, Butler County, Ohio",587,43,176,321,47,2005,102,272,1028,321,149,63,70,1631,133,25122,23534,27484,19489,0,0,39,017,012200
"Census Tract 123, Butler County, Ohio",131,16,73,30,12,1582,36,298,673,342,112,91,30,1248,121,30061,20467,29750,39196,53125,0,39,017,012300
"Census Tract 124, Butler County, Ohio",123,17,39,37,30,1967,39,154,480,522,160,467,145,1774,612,50921,25119,47031,47083,60795,94063,39,017,012400
"Census Tract 125, Butler County, Ohio",245,29,49,167,0,3548,1,108,1108,705,460,762,404,3439,1166,50045,0,33495,57059,48295,76944,39,017,012500
"Census Tract 126, Butler County, Ohio",387,9,59,295,24,1710,9,50,513,539,86,285,228,1651,513,52017,0,26481,63047,50625,54324,39,017,012600
"Census Tract 127, Butler County, Ohio",370,28,194,123,25,2113,10,191,1064,313,211,259,65,1912,324,35088,14417,34074,35776,46071,0,39,017,012700
"Census Tract 130, Butler County, Ohio",32,0,0,30,2,1072,36,89,539,228,75,70,35,947,105,22045,0,21148,27250,0,0,39,017,013000
"Census Tract 131, Butler County, Ohio",264,34,89,84,57,1220,37,210,430,314,49,84,96,973,180,21354,21080,19044,14583,0,0,39,017,013100
"Census Tract 132, Butler County, Ohio",485,26,232,146,81,2076,77,192,952,388,278,152,37,1807,189,32031,26220,31042,45074,0,0,39,017,013200
"Census Tract 133, Butler County, Ohio",167,25,83,59,0,1708,56,74,681,325,222,240,110,1578,350,43984,0,43186,45000,60577,49231,39,017,013300
"Census Tract 134, Butler County, Ohio",173,9,116,48,0,1605,20,205,674,417,69,198,22,1380,220,34209,18676,32153,35839,46378,0,39,017,013400
"Census Tract 135, Butler County, Ohio",215,98,105,12,0,2025,88,247,1061,344,116,119,50,1690,169,29074,38065,32167,21863,22279,68864,39,017,013500
"Census Tract 136, Butler County, Ohio",687,166,273,248,0,2874,30,577,1505,456,207,79,20,2267,99,24142,0,26468,24044,0,0,39,017,013600
"Census Tract 139, Butler County, Ohio",221,41,172,8,0,1891,118,410,864,276,166,36,21,1363,57,33906,39167,36009,28382,33636,0,39,017,013900
"Census Tract 140, Butler County, Ohio",227,49,124,54,0,1417,105,323,595,253,62,41,38,989,79,32857,19286,35096,33690,0,53816,39,017,014000
"Census Tract 141, Butler County, Ohio",221,0,141,80,0,1456,93,182,756,243,107,65,10,1181,75,36167,23393,36500,40857,0,0,39,017,014100
"Census Tract 143, Butler County, Ohio",343,62,119,150,12,3590,75,165,1362,952,300,506,230,3350,736,45485,36081,40223,45880,65694,116618,39,017,014300
"Census Tract 144, Butler County, Ohio",246,138,89,19,0,1270,101,192,562,272,96,43,4,977,47,20777,0,25982,17451,38393,0,39,017,014400
"Census Tract 146, Butler County, Ohio",49,9,12,22,6,851,57,85,214,164,54,197,80,709,277,28000,22574,26641,23438,48750,0,39,017,014600
"Census Tract 147, Butler County, Ohio",903,65,698,127,13,2254,87,168,945,606,104,309,35,1999,344,35500,21492,37740,37050,30966,0,39,017,014700
"Census Tract 148, Butler County, Ohio",657,24,358,275,0,4730,144,166,2260,1204,178,555,223,4420,778,39051,33382,33181,37991,44737,77333,39,017,014800
"Census Tract 149, Butler County, Ohio",993,83,682,161,67,3204,55,249,771,907,200,628,394,2900,1022,51111,47768,31701,52763,62768,77708,39,017,014900
"Census Tract 150, Butler County, Ohio",632,55,204,301,72,5098,214,373,2029,1111,413,619,339,4511,958,44243,30284,39615,42302,60852,77731,39,017,015000
"Census Tract 151, Butler County, Ohio",826,247,336,243,0,4250,63,184,1366,1494,516,511,116,4003,627,40947,38250,42795,35470,65970,76818,39,017,015100
"Census Tract 7201, Carroll County, Ohio",240,101,85,48,6,1856,384,104,846,209,136,141,36,1368,177,34943,33289,31899,47107,56618,69063,39,019,720100
"Census Tract 7202, Carroll County, Ohio",392,40,211,102,39,2219,56,122,1114,393,285,179,70,2041,249,40302,0,38109,43516,40369,49830,39,019,720200
"Census Tract 7203, Carroll County, Ohio",253,41,126,73,13,3908,72,143,1928,640,421,357,347,3693,704,38500,0,27005,57629,47237,58958,39,019,720300
"Census Tract 320, Fairfield County, Ohio",394,123,216,50,5,2298,39,249,931,423,284,312,60,2010,372,27540,21250,37733,30041,0,53333,39,045,032000
"Census Tract 321, Fairfield County, Ohio",239,21,72,146,0,2192,9,219,777,485,151,362,189,1964,551,40441,0,26597,34851,51705,67188,39,045,032100
"Census Tract 322, Fairfield County, Ohio",240,38,68,100,34,2180,72,294,797,563,165,173,116,1814,289,27140,21328,19958,29036,42250,0,39,045,032200
"Census Tract 323, Fairfield County, Ohio",323,58,178,71,16,3169,36,282,1457,713,258,300,123,2851,423,35995,0,36364,33333,55357,29730,39,045,032300
"Census Tract 325.01, Fairfield County, Ohio",166,0,138,28,0,2388,56,131,969,614,224,256,138,2201,394,45071,0,45058,41583,39674,100455,39,045,032501
"Census Tract 325.02, Fairfield County, Ohio",521,217,221,70,13,2352,11,331,979,662,148,99,122,2010,221,35304,2499,36109,0,0,72083,39,045,032502
"Census Tract 326.01, Fairfield County, Ohio",461,54,331,66,10,2230,3,203,943,169,226,338,348,2024,686,49792,24028,32294,45556,45987,95879,39,045,032601
"Census Tract 326.02, Fairfield County, Ohio",228,18,55,93,62,2442,24,72,1022,636,127,374,187,2346,561,42569,21250,31959,40112,57143,91071,39,045,032602
"Census Tract 327.01, Fairfield County, Ohio",336,18,181,129,8,3094,102,12,621,620,424,1024,291,2980,1315,48861,0,46250,32222,56344,74583,39,045,032701
"Census Tract 327.03, Fairfield County, Ohio",412,76,193,132,11,2278,26,39,645,847,260,424,37,2213,461,38694,0,37552,40880,0,98207,39,045,032703
"Census Tract 327.04, Fairfield County, Ohio",532,62,181,268,21,2391,169,157,807,484,163,422,189,2065,611,31522,28580,30922,30269,41276,39281,39,045,032704
"Census Tract 328, Fairfield County, Ohio",270,92,127,44,7,2948,42,34,613,626,251,804,578,2872,1382,55766,0,40920,44531,72775,84358,39,045,032800
"Census Tract 329.01, Fairfield County, Ohio",239,58,20,161,0,3331,0,39,558,787,251,1100,596,3292,1696,67755,0,47522,52837,69375,86580,39,045,032901
"Census Tract 329.02, Fairfield County, Ohio",637,155,106,241,135,3653,0,77,430,573,312,1203,1058,3576,2261,77016,0,91211,54632,77431,95320,39,045,032902
"Census Tract 330, Fairfield County, Ohio",292,71,77,144,0,3345,138,119,692,608,248,883,657,3088,1540,62734,80438,23875,42679,63750,84917,39,045,033000
"Census Tract 331.01, Fairfield County, Ohio",160,39,58,62,1,2848,161,137,775,697,290,487,301,2550,788,48175,22355,36711,53162,55096,89881,39,045,033101
"Census Tract 331.02, Fairfield County, Ohio",393,64,116,125,88,3233,52,39,589,940,120,1092,401,3142,1493,47500,31371,31686,42172,54375,77445,39,045,033102
"Census Tract 9258, Fayette County, Ohio",175,15,114,39,7,2520,110,172,1246,494,136,194,168,2238,362,38980,28981,36728,41864,67679,0,39,047,925800
"Census Tract 9259, Fayette County, Ohio",317,39,135,110,33,2334,23,159,1298,365,184,189,116,2152,305,35644,23365,31094,40577,52125,54074,39,047,925900
"Census Tract 9260, Fayette County, Ohio",283,9,148,57,69,2789,45,588,1059,501,100,270,226,2156,496,27021,10714,25262,40625,43795,58229,39,047,926000
"Census Tract 9261, Fayette County, Ohio",423,105,155,163,0,3302,185,499,1513,513,272,256,64,2618,320,30874,16250,33667,22924,34844,55595,39,047,926100
